"source","target","weight","type"
"Melo-Becerra, Ligia Alba","Ramos-Forero, Jorge Enrique",1,"Undirected"
"Iregui-Bohórquez, Ana María","Melo-Becerra, Ligia Alba",1,"Undirected"
"Iregui-Bohórquez, Ana María","Ramos-Forero, Jorge Enrique",1,"Undirected"
"Melo-Becerra, Ligia Alba","Ramos-Forero, Jorge Enrique",1,"Undirected"
"Posada, Carlos Esteban","González-Gómez, Andrés",1,"Undirected"
"López-Castaño, Hugo Alberto","Lasso-Valderrama, Francisco Javier",1,"Undirected"
"Cano-Sánz, Carlos Gustavo","Vallejo-Mejía, César",1,"Undirected"
"Cano-Sánz, Carlos Gustavo","Caicedo-García, Edgar",1,"Undirected"
"Cano-Sánz, Carlos Gustavo","Amador-Torres, Juan Sebastián",1,"Undirected"
"Cano-Sánz, Carlos Gustavo","Tique-Calderón, Evelyn Yohana",1,"Undirected"
"Vallejo-Mejía, César","Caicedo-García, Edgar",1,"Undirected"
"Vallejo-Mejía, César","Amador-Torres, Juan Sebastián",1,"Undirected"
"Vallejo-Mejía, César","Tique-Calderón, Evelyn Yohana",1,"Undirected"
"Caicedo-García, Edgar","Amador-Torres, Juan Sebastián",1,"Undirected"
"Caicedo-García, Edgar","Tique-Calderón, Evelyn Yohana",1,"Undirected"
"Amador-Torres, Juan Sebastián","Tique-Calderón, Evelyn Yohana",1,"Undirected"
"León-Rincón, Carlos Eduardo","Pérez-Villalobos, Jhonatan",1,"Undirected"
"Montes-Uribe, Enrique","Garavito-Acosta, Aarón Levi",1,"Undirected"
"Montes-Uribe, Enrique","Pulido-González, Carolina",1,"Undirected"
"Montes-Uribe, Enrique","Hernández-F., Monica",1,"Undirected"
"Garavito-Acosta, Aarón Levi","Pulido-González, Carolina",1,"Undirected"
"Garavito-Acosta, Aarón Levi","Hernández-F., Monica",1,"Undirected"
"Pulido-González, Carolina","Hernández-F., Monica",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Restrepo-Salazar, Juan Camilo",1,"Undirected"
"López, Alejandro","Misas A., Martha",1,"Undirected"
"Echavarría-Soto, Juan José","Villamizar-Villegas, Mauricio",1,"Undirected"
"Misas A., Martha","López-Enciso, Enrique Antonio",1,"Undirected"
"Melo-Velandia, Luis Fernando","Riascos, Alvaro J.",1,"Undirected"
"Gamboa-Arbeláez, Juliana","Gómez-González, José Eduardo",1,"Undirected"
"Gamboa-Arbeláez, Juliana","Hirs-Garzón, Jorge",1,"Undirected"
"Gamboa-Arbeláez, Juliana","Meisel-Roca, Adolfo",1,"Undirected"
"Gamboa-Arbeláez, Juliana","Ojeda-Joya, Jair N.",1,"Undirected"
"Gómez-González, José Eduardo","Hirs-Garzón, Jorge",1,"Undirected"
"Gómez-González, José Eduardo","Meisel-Roca, Adolfo",1,"Undirected"
"Gómez-González, José Eduardo","Ojeda-Joya, Jair N.",1,"Undirected"
"Hirs-Garzón, Jorge","Meisel-Roca, Adolfo",1,"Undirected"
"Hirs-Garzón, Jorge","Ojeda-Joya, Jair N.",1,"Undirected"
"Meisel-Roca, Adolfo","Ojeda-Joya, Jair N.",1,"Undirected"
"Trujillo-C., Edgar","Posada, Carlos Esteban",1,"Undirected"
"Clavijo-Ramírez, Felipe","Hurtado-Guarín, Jorge Luis",1,"Undirected"
"Clavijo-Ramírez, Felipe","Jaulín-Méndez, Oscar Fernando",1,"Undirected"
"Clavijo-Ramírez, Felipe","Pirateque-Niño, Javier Eliecer",1,"Undirected"
"Hurtado-Guarín, Jorge Luis","Jaulín-Méndez, Oscar Fernando",1,"Undirected"
"Hurtado-Guarín, Jorge Luis","Pirateque-Niño, Javier Eliecer",1,"Undirected"
"Jaulín-Méndez, Oscar Fernando","Pirateque-Niño, Javier Eliecer",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Herrera, Paula",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Posada, Carlos Esteban",1,"Undirected"
"Herrera, Paula","Posada, Carlos Esteban",1,"Undirected"
"Zárate-Solano, Hector Manuel","Rodríguez-Niño, Norberto",1,"Undirected"
"Zárate-Solano, Hector Manuel","Marín-Jaramillo, Margarita",1,"Undirected"
"Rodríguez-Niño, Norberto","Marín-Jaramillo, Margarita",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Arosemena-Martán, Angélica María",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Flórez, Luz Adriana",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Arosemena-Martán, Angélica María",1,"Undirected"
"Flórez, Luz Adriana","Arosemena-Martán, Angélica María",1,"Undirected"
"Gómez-González, José Eduardo","Jaramillo-Echeverri, Juliana",1,"Undirected"
"Gómez-González, José Eduardo","Meisel-Roca, Adolfo",1,"Undirected"
"Jaramillo-Echeverri, Juliana","Meisel-Roca, Adolfo",1,"Undirected"
"Vargas-Herrera, Hernando","Cardozo-Ortiz, Pamela Andrea",1,"Undirected"
"Melo-Becerra, Ligia Alba","Zárate-Solano, Héctor",1,"Undirected"
"Melo-Becerra, Ligia Alba","Gómez-Molina, Andrés Camilo",1,"Undirected"
"Zárate-Solano, Héctor","Gómez-Molina, Andrés Camilo",1,"Undirected"
"Betancourt-García, Yanneth Rocío","Vargas-Herrera, Hernando",1,"Undirected"
"Gómez-González, José Eduardo","Valencia-Arana, Oscar Mauricio",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Martínez, María Adelaida",1,"Undirected"
"León-Rincón, Carlos Eduardo","Kim, Geun-Young",1,"Undirected"
"León-Rincón, Carlos Eduardo","Martínez-Ventura, Ana Constanza",1,"Undirected"
"León-Rincón, Carlos Eduardo","Lee, Daeyup",1,"Undirected"
"Kim, Geun-Young","Martínez-Ventura, Ana Constanza",1,"Undirected"
"Kim, Geun-Young","Lee, Daeyup",1,"Undirected"
"Martínez-Ventura, Ana Constanza","Lee, Daeyup",1,"Undirected"
"Collazos-Rodríguez, Jaime Andrés","Londoño, Harold Herney",1,"Undirected"
"Misas A., Martha","Oliveros, Hugo",1,"Undirected"
"Misas A., Martha","Uribe, José Darío",1,"Undirected"
"Oliveros, Hugo","Uribe, José Darío",1,"Undirected"
"Iregui-Bohórquez, Ana María","Melo-Becerra, Ligia Alba",1,"Undirected"
"Iregui-Bohórquez, Ana María","Ramírez-Giraldo, María Teresa",1,"Undirected"
"Melo-Becerra, Ligia Alba","Ramírez-Giraldo, María Teresa",1,"Undirected"
"Carranza-Romero, Juan Esteban Ramiro","González-Ramírez, Alejandra Ximena",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Melo-Velandia, Luis Fernando",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Vásquez, Diego Mauricio",1,"Undirected"
"Melo-Velandia, Luis Fernando","Vásquez, Diego Mauricio",1,"Undirected"
"Vásquez, Diego Mauricio","Melo-Velandia, Luis Fernando",1,"Undirected"
"Espinosa-Torres, Juan Andrés","Melo-Velandia, Luis Fernando",1,"Undirected"
"Espinosa-Torres, Juan Andrés","Moreno-Gutiérrez, José Fernando",1,"Undirected"
"Melo-Velandia, Luis Fernando","Moreno-Gutiérrez, José Fernando",1,"Undirected"
"Cepeda-López, Freddy Hernán","Varela, Carlos",1,"Undirected"
"Julio-Román, Juan Manuel","Rodríguez-Niño, Norberto",1,"Undirected"
"Julio-Román, Juan Manuel","Zárate-Solano, Hector Manuel",1,"Undirected"
"Rodríguez-Niño, Norberto","Zárate-Solano, Hector Manuel",1,"Undirected"
"Guarín, Arlen","Londoño, Sebastián",1,"Undirected"
"Guarín, Arlen","Medina-Durango, Carlos Alberto",1,"Undirected"
"Guarín, Arlen","Parra, Julieth",1,"Undirected"
"Guarín, Arlen","Posso-Suárez, Christian Manuel",1,"Undirected"
"Guarín, Arlen","Vélez, Carlos Eduardo",1,"Undirected"
"Londoño, Sebastián","Medina-Durango, Carlos Alberto",1,"Undirected"
"Londoño, Sebastián","Parra, Julieth",1,"Undirected"
"Londoño, Sebastián","Posso-Suárez, Christian Manuel",1,"Undirected"
"Londoño, Sebastián","Vélez, Carlos Eduardo",1,"Undirected"
"Medina-Durango, Carlos Alberto","Parra, Julieth",1,"Undirected"
"Medina-Durango, Carlos Alberto","Posso-Suárez, Christian Manuel",1,"Undirected"
"Medina-Durango, Carlos Alberto","Vélez, Carlos Eduardo",1,"Undirected"
"Parra, Julieth","Posso-Suárez, Christian Manuel",1,"Undirected"
"Parra, Julieth","Vélez, Carlos Eduardo",1,"Undirected"
"Posso-Suárez, Christian Manuel","Vélez, Carlos Eduardo",1,"Undirected"
"Morales-Zurita, Leonardo Fabio","Lobo, José",1,"Undirected"
"Gómez-González, José Eduardo","Orozco-Hinojosa, Inés Paola",1,"Undirected"
"González-Molano, Eliana Rocío","Melo-Velandia, Luis Fernando",1,"Undirected"
"González-Molano, Eliana Rocío","Rojas, Luis Eduardo",1,"Undirected"
"González-Molano, Eliana Rocío","Rojas, Brayan",1,"Undirected"
"Melo-Velandia, Luis Fernando","Rojas, Luis Eduardo",1,"Undirected"
"Melo-Velandia, Luis Fernando","Rojas, Brayan",1,"Undirected"
"Rojas, Luis Eduardo","Rojas, Brayan",1,"Undirected"
"Collazos-Gaitán, María Mercedes","Niño-Cuervo, Jorge",1,"Undirected"
"Collazos-Gaitán, María Mercedes","Zárate-Solano, Hector Manuel",1,"Undirected"
"Niño-Cuervo, Jorge","Zárate-Solano, Hector Manuel",1,"Undirected"
"Morales, Patricia","Jaramillo, Carlos Felipe",1,"Undirected"
"Acosta-Ordoñez, Karina Dianeth","Meisel-Roca, Adolfo",1,"Undirected"
"Chavarro-Sanchez, Ximena","Cristiano-Botia, Deicy Johana",1,"Undirected"
"Chavarro-Sanchez, Ximena","Gómez-González, José Eduardo",1,"Undirected"
"Chavarro-Sanchez, Ximena","González-Molano, Eliana Rocío",1,"Undirected"
"Chavarro-Sanchez, Ximena","Huertas-Campos, Carlos Alfonso",1,"Undirected"
"Cristiano-Botia, Deicy Johana","Gómez-González, José Eduardo",1,"Undirected"
"Cristiano-Botia, Deicy Johana","González-Molano, Eliana Rocío",1,"Undirected"
"Cristiano-Botia, Deicy Johana","Huertas-Campos, Carlos Alfonso",1,"Undirected"
"Gómez-González, José Eduardo","González-Molano, Eliana Rocío",1,"Undirected"
"Gómez-González, José Eduardo","Huertas-Campos, Carlos Alfonso",1,"Undirected"
"González-Molano, Eliana Rocío","Huertas-Campos, Carlos Alfonso",1,"Undirected"
"Cristiano-Botia, Deicy Johana","González-Molano, Eliana Rocío",1,"Undirected"
"Cristiano-Botia, Deicy Johana","Huertas-Campos, Carlos Alfonso",1,"Undirected"
"González-Molano, Eliana Rocío","Huertas-Campos, Carlos Alfonso",1,"Undirected"
"Jalil-Barney, Munir Andrés","Misas A., Martha",1,"Undirected"
"Iregui-Bohórquez, Ana María","Melo-Becerra, Ligia Alba",1,"Undirected"
"Iregui-Bohórquez, Ana María","Ramos-Forero, Jorge Enrique",1,"Undirected"
"Melo-Becerra, Ligia Alba","Ramos-Forero, Jorge Enrique",1,"Undirected"
"Gómez-González, Esteban","Lizarazo-Cuellar, Angélica María",1,"Undirected"
"Gómez-González, Esteban","Mendoza-Gutiérrez, Juan Carlos",1,"Undirected"
"Gómez-González, Esteban","Murcia, Andrés",1,"Undirected"
"Lizarazo-Cuellar, Angélica María","Mendoza-Gutiérrez, Juan Carlos",1,"Undirected"
"Lizarazo-Cuellar, Angélica María","Murcia, Andrés",1,"Undirected"
"Mendoza-Gutiérrez, Juan Carlos","Murcia, Andrés",1,"Undirected"
"Gómez-González, José Eduardo","Grosz, Fernando",1,"Undirected"
"Gómez-González, José Eduardo","Kiefer, Nicholas M.",1,"Undirected"
"Cardona, Carlos Humberto","Pontón, Adriana",1,"Undirected"
"Cardona, Carlos Humberto","Sarmiento, Eduardo",1,"Undirected"
"Pontón, Adriana","Sarmiento, Eduardo",1,"Undirected"
"Martínez-Cruz, Diego Alejandro","Moreno-Gutiérrez, José Fernando",1,"Undirected"
"Martínez-Cruz, Diego Alejandro","Rojas-Moreno, Juan Sebastián",1,"Undirected"
"Moreno-Gutiérrez, José Fernando","Rojas-Moreno, Juan Sebastián",1,"Undirected"
"Alonso-Masmela, Gloria Amparo","Montes-Uribe, Enrique",1,"Undirected"
"Alonso-Masmela, Gloria Amparo","Varela, Carlos",1,"Undirected"
"Montes-Uribe, Enrique","Varela, Carlos",1,"Undirected"
"Rincón-Castro, Hernán","Caicedo-García, Edgar",1,"Undirected"
"Rincón-Castro, Hernán","Rodríguez-Niño, Norberto",1,"Undirected"
"Caicedo-García, Edgar","Rodríguez-Niño, Norberto",1,"Undirected"
"Loaiza-Maya, Rubén Albeiro","Gómez-González, José Eduardo",1,"Undirected"
"Loaiza-Maya, Rubén Albeiro","Melo-Velandia, Luis Fernando",1,"Undirected"
"Gómez-González, José Eduardo","Melo-Velandia, Luis Fernando",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Melo-Velandia, Luis Fernando",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Flórez, Luz Adriana",1,"Undirected"
"Misas A., Martha","Vásquez, Diego Mauricio",1,"Undirected"
"Arias, Mauricio","Hernández, Camilo",1,"Undirected"
"Arias, Mauricio","Zea, Camilo",1,"Undirected"
"Hernández, Camilo","Zea, Camilo",1,"Undirected"
"Espinosa-Torres, Juan Andrés","Melo-Velandia, Luis Fernando",1,"Undirected"
"Espinosa-Torres, Juan Andrés","Moreno-Gutiérrez, José Fernando",1,"Undirected"
"Melo-Velandia, Luis Fernando","Moreno-Gutiérrez, José Fernando",1,"Undirected"
"Melo-Velandia, Luis Fernando","Granados-Castro, Joan Camilo",1,"Undirected"
"Echavarría-Soto, Juan José","Vásquez, Diego Mauricio",1,"Undirected"
"Echavarría-Soto, Juan José","Villamizar-Villegas, Mauricio",1,"Undirected"
"Vásquez, Diego Mauricio","Villamizar-Villegas, Mauricio",1,"Undirected"
"Gómez-González, José Eduardo","Kiefer, Nicholas M.",1,"Undirected"
"Martinez-Rivera, Wilmer Osvaldo","Caicedo-García, Edgar",1,"Undirected"
"Martinez-Rivera, Wilmer Osvaldo","Tique-Calderón, Evelyn Yohana",1,"Undirected"
"Caicedo-García, Edgar","Tique-Calderón, Evelyn Yohana",1,"Undirected"
"Eaton, Jonathan","Eslava, Marcela",1,"Undirected"
"Eaton, Jonathan","Kugler, Maurice",1,"Undirected"
"Eaton, Jonathan","Tybout, James",1,"Undirected"
"Eslava, Marcela","Kugler, Maurice",1,"Undirected"
"Eslava, Marcela","Tybout, James",1,"Undirected"
"Kugler, Maurice","Tybout, James",1,"Undirected"
"Eaton, Jonathan","Eslava, Marcela",1,"Undirected"
"Eaton, Jonathan","Kugler, Maurice",1,"Undirected"
"Eaton, Jonathan","Tybout, James",1,"Undirected"
"Eslava, Marcela","Kugler, Maurice",1,"Undirected"
"Eslava, Marcela","Tybout, James",1,"Undirected"
"Kugler, Maurice","Tybout, James",1,"Undirected"
"Misas A., Martha","Ramírez-Giraldo, María Teresa",1,"Undirected"
"Misas A., Martha","Silva-Escobar, Luisa Fernanda",1,"Undirected"
"Ramírez-Giraldo, María Teresa","Silva-Escobar, Luisa Fernanda",1,"Undirected"
"León-Rincón, Carlos Eduardo","Leiton-Rodríguez, Karen Juliet",1,"Undirected"
"León-Rincón, Carlos Eduardo","Pérez-Villalobos, Jhonatan",1,"Undirected"
"Leiton-Rodríguez, Karen Juliet","Pérez-Villalobos, Jhonatan",1,"Undirected"
"Pacheco-Bernal, Daisy Johana","Yaruro-Jaime, Ana María",1,"Undirected"
"Gómez-González, José Eduardo","Mendoza-Gutiérrez, Juan Carlos",1,"Undirected"
"Guarín, Arlen","Ramírez-Hassan, Andrés",1,"Undirected"
"Guarín, Arlen","Villegas, Juan G.",1,"Undirected"
"Ramírez-Hassan, Andrés","Villegas, Juan G.",1,"Undirected"
"López-Piñeros, Martha Rosalba","Prada-Sarmiento, Juan David",1,"Undirected"
"López-Piñeros, Martha Rosalba","Rodríguez-Niño, Norberto",1,"Undirected"
"Prada-Sarmiento, Juan David","Rodríguez-Niño, Norberto",1,"Undirected"
"López-Piñeros, Martha Rosalba","Rodríguez-Niño, Norberto",1,"Undirected"
"Bejarano-Bejarano, Luis V.","Gómez-González, José Eduardo",1,"Undirected"
"Bejarano-Bejarano, Luis V.","Melo-Velandia, Luis Fernando",1,"Undirected"
"Bejarano-Bejarano, Luis V.","Torres-Gorron, Jhon Edwar",1,"Undirected"
"Gómez-González, José Eduardo","Melo-Velandia, Luis Fernando",1,"Undirected"
"Gómez-González, José Eduardo","Torres-Gorron, Jhon Edwar",1,"Undirected"
"Melo-Velandia, Luis Fernando","Torres-Gorron, Jhon Edwar",1,"Undirected"
"Parra-Polanía, Julián Andrés","Vargas-Riaño, Carmiña Ofelia",1,"Undirected"
"Bejarano-Rojas, Jesús Antonio","Charry, Luisa F.",1,"Undirected"
"Giné, Xavier","García-Bohórquez, Nidia",1,"Undirected"
"Giné, Xavier","Gómez-González, José Eduardo",1,"Undirected"
"García-Bohórquez, Nidia","Gómez-González, José Eduardo",1,"Undirected"
"Uribe, José Darío","Vargas-Herrera, Hernando",1,"Undirected"
"Lemus-Esquivel, Juan Sebastián","Quicazán-Moreno, Carlos Andrés",1,"Undirected"
"Lemus-Esquivel, Juan Sebastián","Hurtado-Guarín, Jorge Luis",1,"Undirected"
"Lemus-Esquivel, Juan Sebastián","Lizarazo-Cuellar, Angélica María",1,"Undirected"
"Quicazán-Moreno, Carlos Andrés","Hurtado-Guarín, Jorge Luis",1,"Undirected"
"Quicazán-Moreno, Carlos Andrés","Lizarazo-Cuellar, Angélica María",1,"Undirected"
"Hurtado-Guarín, Jorge Luis","Lizarazo-Cuellar, Angélica María",1,"Undirected"
"León-Rincón, Carlos Eduardo","Berndsen, Ron J.",1,"Undirected"
"León-Rincón, Carlos Eduardo","Renneboog, Luc",1,"Undirected"
"Berndsen, Ron J.","Renneboog, Luc",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Vargas-Herrera, Hernando",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Rodríguez-Niño, Norberto",1,"Undirected"
"Vargas-Herrera, Hernando","Rodríguez-Niño, Norberto",1,"Undirected"
"Gómez-González, José Eduardo","Ruth-Reyes, Nidia",1,"Undirected"
"Balat, Jorge","Casas-Lozano, Maria Camila",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Julio-Román, Juan Manuel",1,"Undirected"
"González-Gómez, Andrés","López-Piñeros, Martha Rosalba",1,"Undirected"
"González-Gómez, Andrés","Rodríguez-Niño, Norberto",1,"Undirected"
"González-Gómez, Andrés","Téllez, Santiago",1,"Undirected"
"López-Piñeros, Martha Rosalba","Rodríguez-Niño, Norberto",1,"Undirected"
"López-Piñeros, Martha Rosalba","Téllez, Santiago",1,"Undirected"
"Rodríguez-Niño, Norberto","Téllez, Santiago",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Toro-Córdoba, Jorge Hernán",1,"Undirected"
"Rincón-Castro, Hernán","Rodríguez-Guzmán, Diego Arturo",1,"Undirected"
"Rincón-Castro, Hernán","Toro-Córdoba, Jorge Hernán",1,"Undirected"
"Rincón-Castro, Hernán","Téllez, Santiago",1,"Undirected"
"Rodríguez-Guzmán, Diego Arturo","Toro-Córdoba, Jorge Hernán",1,"Undirected"
"Rodríguez-Guzmán, Diego Arturo","Téllez, Santiago",1,"Undirected"
"Toro-Córdoba, Jorge Hernán","Téllez, Santiago",1,"Undirected"
"Clavijo-Vergara, Sergio","Varela, Carlos",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Melo-Becerra, Ligia Alba",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Ramos-Forero, Jorge Enrique",1,"Undirected"
"Melo-Becerra, Ligia Alba","Ramos-Forero, Jorge Enrique",1,"Undirected"
"Gómez-González, José Eduardo","Silva-Escobar, Luisa Fernanda",1,"Undirected"
"Gómez-González, José Eduardo","Restrepo-Ángel, Sergio",1,"Undirected"
"Gómez-González, José Eduardo","Salazar, Mauricio",1,"Undirected"
"Silva-Escobar, Luisa Fernanda","Restrepo-Ángel, Sergio",1,"Undirected"
"Silva-Escobar, Luisa Fernanda","Salazar, Mauricio",1,"Undirected"
"Restrepo-Ángel, Sergio","Salazar, Mauricio",1,"Undirected"
"Toro-Córdoba, Jorge Hernán","Mora-Quiñones, Rocío Clara Alexandra",1,"Undirected"
"Toro-Córdoba, Jorge Hernán","Parra-Amado, Daniel",1,"Undirected"
"Mora-Quiñones, Rocío Clara Alexandra","Parra-Amado, Daniel",1,"Undirected"
"Zárate-Solano, Hector Manuel","Rengifo-Gómez, Angélica",1,"Undirected"
"González-Molano, Eliana Rocío","Gómez, Miguel Ignacio",1,"Undirected"
"González-Molano, Eliana Rocío","Melo-Velandia, Luis Fernando",1,"Undirected"
"González-Molano, Eliana Rocío","Torres, José Luis",1,"Undirected"
"Gómez, Miguel Ignacio","Melo-Velandia, Luis Fernando",1,"Undirected"
"Gómez, Miguel Ignacio","Torres, José Luis",1,"Undirected"
"Melo-Velandia, Luis Fernando","Torres, José Luis",1,"Undirected"
"Vargas-Herrera, Hernando","González-Gómez, Andrés",1,"Undirected"
"Vargas-Herrera, Hernando","Rodríguez-Guzmán, Diego Arturo",1,"Undirected"
"González-Gómez, Andrés","Rodríguez-Guzmán, Diego Arturo",1,"Undirected"
"Ordoñez-Callamand, Daniel","Villamizar-Villegas, Mauricio",1,"Undirected"
"Ordoñez-Callamand, Daniel","Melo-Velandia, Luis Fernando",1,"Undirected"
"Villamizar-Villegas, Mauricio","Melo-Velandia, Luis Fernando",1,"Undirected"
"León-Rincón, Carlos Eduardo","Vela, Daniel",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Rincón-Castro, Hernán",1,"Undirected"
"Iregui-Bohórquez, Ana María","Melo-Becerra, Ligia Alba",1,"Undirected"
"Iregui-Bohórquez, Ana María","Ramírez-Giraldo, María Teresa",1,"Undirected"
"Melo-Becerra, Ligia Alba","Ramírez-Giraldo, María Teresa",1,"Undirected"
"Saavedra, Juan Esteban","Medina-Durango, Carlos Alberto",1,"Undirected"
"Khanna, Gaurav","Medina-Durango, Carlos Alberto",1,"Undirected"
"Khanna, Gaurav","Nyshadham, Anant",1,"Undirected"
"Khanna, Gaurav","Tamayo-Castaño, Jorge Andrés",1,"Undirected"
"Medina-Durango, Carlos Alberto","Nyshadham, Anant",1,"Undirected"
"Medina-Durango, Carlos Alberto","Tamayo-Castaño, Jorge Andrés",1,"Undirected"
"Nyshadham, Anant","Tamayo-Castaño, Jorge Andrés",1,"Undirected"
"Hamann-Salcedo, Franz Alonso","Mejía, Luis Fernando",1,"Undirected"
"Florez-Jimenez, Maria Lucia","Parra-Polanía, Julián Andrés",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Guarín-López, Alexander",1,"Undirected"
"Martínez-Ventura, Ana Constanza","Cepeda-López, Freddy Hernán",1,"Undirected"
"Ramos-Forero, Jorge Enrique","Garrido, Daira",1,"Undirected"
"Booth, Alison L.","Cardona-Sosa, Lina Marcela",1,"Undirected"
"Booth, Alison L.","Nolen, Patrick",1,"Undirected"
"Cardona-Sosa, Lina Marcela","Nolen, Patrick",1,"Undirected"
"Clavijo-Vergara, Sergio","Lozano-Espitia, Luis Ignacio",1,"Undirected"
"Echavarría-Soto, Juan José","Villamizar-Villegas, Mauricio",1,"Undirected"
"Arias-Rodríguez, Fernando","Delgado, David",1,"Undirected"
"Arias-Rodríguez, Fernando","Parra-Amado, Daniel",1,"Undirected"
"Arias-Rodríguez, Fernando","Rincón-Castro, Hernán",1,"Undirected"
"Delgado, David","Parra-Amado, Daniel",1,"Undirected"
"Delgado, David","Rincón-Castro, Hernán",1,"Undirected"
"Parra-Amado, Daniel","Rincón-Castro, Hernán",1,"Undirected"
"Iregui-Bohórquez, Ana María","Melo-Becerra, Ligia Alba",1,"Undirected"
"Iregui-Bohórquez, Ana María","Ramírez-Giraldo, María Teresa",1,"Undirected"
"Melo-Becerra, Ligia Alba","Ramírez-Giraldo, María Teresa",1,"Undirected"
"Vásquez, Diego Mauricio","Zea, Camilo",1,"Undirected"
"Abril-Salcedo, Davinson Stev","Melo-Velandia, Luis Fernando",1,"Undirected"
"Abril-Salcedo, Davinson Stev","Parra-Amado, Daniel",1,"Undirected"
"Melo-Velandia, Luis Fernando","Parra-Amado, Daniel",1,"Undirected"
"Parra-Alvarez, Juan Carlos","Misas A., Martha",1,"Undirected"
"Parra-Alvarez, Juan Carlos","López-Enciso, Enrique Antonio",1,"Undirected"
"Misas A., Martha","López-Enciso, Enrique Antonio",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Ramírez-Villegas, Lina Ma.",1,"Undirected"
"Arango-Thomas, Luis Eduardo","Bonilla, Gabriela",1,"Undirected"
"Amador-Torres, Juan Sebastián","Gómez-González, José Eduardo",1,"Undirected"
"Amador-Torres, Juan Sebastián","Sanín-Restrepo, Sebastián",1,"Undirected"
"Gómez-González, José Eduardo","Sanín-Restrepo, Sebastián",1,"Undirected"
"León-Rincón, Carlos Eduardo","Machado-Franco, Clara Lía",1,"Undirected"
"León-Rincón, Carlos Eduardo","Sarmiento, Miguel",1,"Undirected"
"Machado-Franco, Clara Lía","Sarmiento, Miguel",1,"Undirected"
"Restrepo, Jorge E.","Rincón-Castro, Hernán",1,"Undirected"
"León-Rincón, Carlos Eduardo","Cely, Jorge",1,"Undirected"
"León-Rincón, Carlos Eduardo","Cadena, Carlos",1,"Undirected"
"Cely, Jorge","Cadena, Carlos",1,"Undirected"
"Echavarría-Soto, Juan José","Vásquez, Diego Mauricio",1,"Undirected"
"Echavarría-Soto, Juan José","Villamizar-Villegas, Mauricio",1,"Undirected"
"Vásquez, Diego Mauricio","Villamizar-Villegas, Mauricio",1,"Undirected"
"Gómez, Carolina","Jara, Diego",1,"Undirected"
"Gómez, Carolina","Murcia, Andrés",1,"Undirected"
"Jara, Diego","Murcia, Andrés",1,"Undirected"
"Cardona-Sosa, Lina Marcela","Medina-Durango, Carlos Alberto",1,"Undirected"
"Cardona-Sosa, Lina Marcela","Nuñez-Méndez, Jairo",1,"Undirected"
"Medina-Durango, Carlos Alberto","Nuñez-Méndez, Jairo",1,"Undirected"
"Echavarría-Soto, Juan José","Gamboa-Arbeláez, Juliana",1,"Undirected"
"Echavarría-Soto, Juan José","Hirs-Garzón, Jorge",1,"Undirected"
"Echavarría-Soto, Juan José","Villamizar-Villegas, Mauricio",1,"Undirected"
"Gamboa-Arbeláez, Juliana","Hirs-Garzón, Jorge",1,"Undirected"
"Gamboa-Arbeláez, Juliana","Villamizar-Villegas, Mauricio",1,"Undirected"
"Hirs-Garzón, Jorge","Villamizar-Villegas, Mauricio",1,"Undirected"
"Echavarría-Soto, Juan José","Villamizar-Villegas, Mauricio",1,"Undirected"
"Echavarría-Soto, Juan José","Restrepo-Tamayo, Sara",1,"Undirected"
"Echavarría-Soto, Juan José","Hernández-Leal, Juan D.",1,"Undirected"
"Villamizar-Villegas, Mauricio","Restrepo-Tamayo, Sara",1,"Undirected"
"Villamizar-Villegas, Mauricio","Hernández-Leal, Juan D.",1,"Undirected"
"Restrepo-Tamayo, Sara","Hernández-Leal, Juan D.",1,"Undirected"
"Echavarría-Soto, Juan José","Villamizar-Villegas, Mauricio",1,"Undirected"
"Echavarría-Soto, Juan José","McAllister, Daniela",1,"Undirected"
"Villamizar-Villegas, Mauricio","McAllister, Daniela",1,"Undirected"
"Abril-Salcedo, Davinson Stev","Melo-Velandia, Luis Fernando",1,"Undirected"
"Abril-Salcedo, Davinson Stev","Parra-Amado, Daniel",1,"Undirected"
"Melo-Velandia, Luis Fernando","Parra-Amado, Daniel",1,"Undirected"
"Lozano-Espitia, Luis Ignacio","Ramos-Forero, Jorge Enrique",1,"Undirected"
